mercado;categoria;produto;preco;produto_nos_dois
Atacadão;Alimentos Básicos;Grão-de-bico Yoki Pacote 400g;R$ 10,74;Sim
Atacadão;Alimentos Básicos;Lentilha Kicaldo 500g;R$ 11,32;Não
Atacadão;Alimentos Básicos;Lentilha Yoki 400g;R$ 11,77;Sim
Atacadão;Alimentos Básicos;Mac.Dona Benta Caseiro Talharim N2 500g;R$ 7,87;Não
Atacadão;Alimentos Básicos;Macarrao Instantâneo Galinha Vitarella 74,3g;R$ 1,13;Sim
Atacadão;Alimentos Básicos;Macarrao Marata Inst Costela 74g;R$ 1,02;Sim
Atacadão;Alimentos Básicos;Macarrao Marata Inst Galinha 74g;R$ 1,02;Sim
Atacadão;Alimentos Básicos;Macarrao Penne Gran Duro Petybon 500g;R$ 8,62;Não
Atacadão;Alimentos Básicos;Macarrão Com Ovos Ave Maria Petybon 500g;R$ 5,71;Não
Atacadão;Alimentos Básicos;Macarrão Cup Noodles 68g Inst Qjo Nacho;R$ 4,63;Não
Atacadão;Alimentos Básicos;Macarrão Espaguete Fettuccine Speciale Vitarella 400g;R$ 4,09;Sim
Atacadão;Alimentos Básicos;Macarrão Espaguete Fino Lili 400g;R$ 2,10;Não
Atacadão;Alimentos Básicos;Macarrão Espaguete Fino Pilar 400g;R$ 2,58;Sim
Atacadão;Alimentos Básicos;Macarrão Espaguete Integral Grano Duro Petybon 500g;R$ 8,62;Não
Atacadão;Alimentos Básicos;Macarrão Espaguete Massa Tradicional N8 Brandini 500g;R$ 3,44;Sim
Atacadão;Alimentos Básicos;Macarrão Espaguete Sêmola Dona Benta 500g;R$ 4,30;Sim
Atacadão;Alimentos Básicos;Macarrão Espaguete Tradicional Predilleto 400g;R$ 2,68;Não
Atacadão;Alimentos Básicos;Macarrão Espaguete com Ovos N8 Dona Benta 500g;R$ 4,84;Sim
Atacadão;Alimentos Básicos;Macarrão Espaguete de Arroz Integral sem Glúten Urbano 500g;R$ 6,46;Sim
Atacadão;Alimentos Básicos;Macarrão Espaguete de Arroz Zero Glúten Urbano 500g;R$ 4,52;Sim
Atacadão;Alimentos Básicos;Macarrão Farfalle Grano Duro Adria 500g;R$ 8,62;Não
Atacadão;Alimentos Básicos;Macarrão Fettuccine Italiano Sêmola Divella 500g;R$ 11,32;Não
Atacadão;Alimentos Básicos;Macarrão Fettucine Grano Duro Petybon 500g;R$ 8,62;Sim
Atacadão;Alimentos Básicos;Macarrão Fusilli Grano Duro Adria 500g;R$ 8,62;Não
Atacadão;Alimentos Básicos;Macarrão Fusilli Grano Duro Petybon 500g;R$ 8,62;Não
Atacadão;Alimentos Básicos;Macarrão Grano Duro Cavatappi Petybon 500g;R$ 8,62;Não
Atacadão;Alimentos Básicos;Macarrão Grano Duro Espaguete Petybon 500g;R$ 8,62;Não
Atacadão;Alimentos Básicos;Macarrão Grano Duro Fusilli Tricolore Petybon 500g;R$ 8,62;Não
Atacadão;Alimentos Básicos;Macarrão Instantâneo Carne Marata 74g;R$ 1,02;Sim
Atacadão;Alimentos Básicos;Macarrão Instantâneo Carne Vitarella;R$ 1,13;Sim
Atacadão;Alimentos Básicos;Macarrão Instantâneo Galinha Caipira Marata 74g;R$ 1,02;Sim
Atacadão;Alimentos Básicos;Macarrão Instantâneo Lámen Sabor Galinha Caipira Picante Nissin 85g;R$ 2,04;Não
Atacadão;Alimentos Básicos;Macarrão Instantâneo Lámen Sabor Galinha Nissin 85g;R$ 2,04;Sim
Atacadão;Alimentos Básicos;Macarrão Instantâneo Nissin Lámen Sabor Galinha Picante 74g;R$ 1,60;Não
Atacadão;Alimentos Básicos;Macarrão Instantâneo Nissin Nosso Sabor Carne 74g;R$ 1,60;Sim
Atacadão;Alimentos Básicos;Macarrão Instantâneo Nissin Nosso Sabor Galinha Caipira 74g;R$ 1,60;Sim
Atacadão;Alimentos Básicos;Macarrão Instantâneo Nosso Sabor Costela Nissin 74g;R$ 1,39;Sim
Atacadão;Alimentos Básicos;Macarrão Instantâneo Sabor Carne Defumada Cup Noodles 69g;R$ 4,63;Sim
Atacadão;Alimentos Básicos;Macarrão Instantâneo Sabor Cuscuz Com Calabresa Nissin 85g;R$ 2,04;Sim
Atacadão;Alimentos Básicos;Macarrão Instantâneo Sabor Parmegiana De Carne Nissin Cup Noodles 68g;R$ 4,63;Não
Atacadão;Alimentos Básicos;Macarrão Instantâneo Turma da Mônica Carne Suave Nissin 85g;R$ 2,32;Sim
Atacadão;Alimentos Básicos;Macarrão Instantâneo Ufo Galinha Caipira Nissin 93g;R$ 7,54;Não
Atacadão;Alimentos Básicos;Macarrão Instantâneo de Galinha Caipira Vitarella 74,3g;R$ 1,13;Sim
Atacadão;Alimentos Básicos;Macarrão Instântaneo Lamen de Carne Vitarella 500g;R$ 8,62;Sim
Atacadão;Alimentos Básicos;Macarrão Integral Padre Nosso Sora Embalagem 500g;R$ 3,22;Não
Atacadão;Alimentos Básicos;Macarrão Integral Sora Parafuso Pacote 500g;R$ 5,17;Sim
Atacadão;Alimentos Básicos;Macarrão Italiano Divella Rigatoni 17 Embalagem 500g;R$ 10,69;Não
Atacadão;Alimentos Básicos;Macarrão Italiano Grano Duro Penne Ziti Rigati Divella 500g;R$ 9,61;Não
Atacadão;Alimentos Básicos;Macarrão Lasanha Sêmola Vitarella 500g;R$ 8,62;Sim
Atacadão;Alimentos Básicos;Macarrão Lasanha com Ovos Fortaleza 500g;R$ 9,16;Sim
Atacadão;Alimentos Básicos;Macarrão Linguine Divella Pacote 500g;R$ 11,77;Não
Atacadão;Alimentos Básicos;Macarrão Linguine Speciale Vitarella 400g;R$ 4,09;Não
Atacadão;Alimentos Básicos;Macarrão Linguine com Ovos Dona Benta 500g;R$ 4,84;Não
Atacadão;Alimentos Básicos;Macarrão Massa de Sêmola Penne Brandini 500g;R$ 4,30;Sim
Atacadão;Alimentos Básicos;Macarrão Ninho Fortaleza com Ovos Pacote 500g;R$ 5,92;Sim
Atacadão;Alimentos Básicos;Macarrão Ninho com Ovos Dona Benta 500g;R$ 5,71;Sim
Atacadão;Alimentos Básicos;Macarrão Parafuso Fortaleza com Ovos Pacote 500g;R$ 5,38;Sim
Atacadão;Alimentos Básicos;Macarrão Parafuso Lili 500g;R$ 3,76;Não
Atacadão;Alimentos Básicos;Macarrão Parafuso Massa Comum Brandini 500g;R$ 3,98;Sim
Atacadão;Alimentos Básicos;Macarrão Parafuso com Ovos Dona Benta 500g;R$ 4,84;Sim
Atacadão;Alimentos Básicos;Macarrão Parafuso com Ovos Petybon 500g;R$ 5,71;Não
Atacadão;Alimentos Básicos;Macarrão Penne Grano Duro Adria 500g;R$ 8,62;Sim
Atacadão;Alimentos Básicos;Macarrão Penne Integral Sora Embalagem 500g;R$ 5,17;Não
Atacadão;Alimentos Básicos;Macarrão Spaghetti Grano Duro Adria 500g;R$ 8,62;Não
Atacadão;Alimentos Básicos;Macarrão Sêmola Parafuso Dona Benta 500g;R$ 4,30;Sim
Atacadão;Alimentos Básicos;Macarrão com Ovos Espaguete Nº8 Petybon 500g;R$ 5,71;Não
Atacadão;Alimentos Básicos;Macarrão com Ovos Penne Dona Benta 500g;R$ 4,84;Sim
Atacadão;Alimentos Básicos;Macarrão com Ovos Penne Petybon 500g;R$ 5,71;Não
Atacadão;Alimentos Básicos;Macarrão de Arroz Integral Pena Urbano Embalagem 500g;R$ 6,46;Sim
Atacadão;Alimentos Básicos;Macarrão de Arroz sem Glúten Parafuso Urbano 500g;R$ 4,52;Sim
Atacadão;Alimentos Básicos;Macarrão de Sêmola Argola Speciale Vitarella 400g;R$ 4,09;Sim
Atacadão;Alimentos Básicos;Macarrão de Sêmola Espaguete Brandini 500g;R$ 3,87;Sim
Atacadão;Alimentos Básicos;Macarrão de Sêmola Espaguete Fortaleza 400g;R$ 4,30;Sim
Atacadão;Alimentos Básicos;Macarrão de Sêmola Grano Duro Gemelli Petybon 500g;R$ 8,62;Não
Atacadão;Alimentos Básicos;Macarrão de Sêmola Ninho Speciale Vitarella 400g;R$ 3,98;Sim
Atacadão;Alimentos Básicos;Macarrão de Sêmola Parafuso Brandini 500g;R$ 4,52;Sim
Atacadão;Alimentos Básicos;Macarrão de Sêmola Parafuso Speciale Vitarella 400g;R$ 3,98;Sim
Atacadão;Alimentos Básicos;Macarrão de Sêmola Penne Speciale Vitarella 400g;R$ 3,98;Sim
Atacadão;Alimentos Básicos;Macarrão de Trigo Espaguete Furadinho Médio Pilar 400g;R$ 3,22;Sim
Atacadão;Alimentos Básicos;Macarrão para Lasanha Pré Cozida Dona Benta 200g;R$ 3,87;Sim
Atacadão;Alimentos Básicos;Macarrão tipo Espaguete Gameleira 400g;R$ 2,04;Não
Atacadão;Alimentos Básicos;Macarãomassas Bahia Padre Nosso;R$ 3,98;Sim
Atacadão;Alimentos Básicos;Macdona Benta Caseiro Tortelline 500g;R$ 7,87;Não
Atacadão;Alimentos Básicos;Massa Espaguete Fortaleza Imperador 400g;R$ 2,36;Não
Atacadão;Alimentos Básicos;Massa Lasanha Pré Cozida Vitarella 200g;R$ 4,84;Sim
Atacadão;Alimentos Básicos;Massa Mista de Trigo e Soja Integral Sora Pacote 500g;R$ 5,28;Sim
Atacadão;Alimentos Básicos;Massa de Sêmola para Macarrão Espaguete Speciale Vitarella 400g;R$ 3,53;Sim
Atacadão;Alimentos Básicos;Massa de Sêmola para Macarrão Ninho Fortaleza 400g;R$ 5,38;Sim
Atacadão;Alimentos Básicos;Massa de Sêmola para Macarrão Parafuso Fortaleza 400g;R$ 4,30;Sim
Atacadão;Alimentos Básicos;Massa de Sêmola para Macarrão Penne Fortaleza 400g;R$ 4,30;Sim
Atacadão;Alimentos Básicos;Massa para Lasanha com Ovos Dona Benta 500g;R$ 7,87;Sim
Atacadão;Alimentos Básicos;Milho Pipoca Marata 400g;R$ 3,33;Sim
Atacadão;Alimentos Básicos;Milho para Pipoca Dular 500g;R$ 3,01;Sim
Atacadão;Alimentos Básicos;Milho para Pipoca Kicaldo 500g;R$ 3,66;Sim
Atacadão;Alimentos Básicos;Milho para Pipoca Tipo 1 Yoki Pacote 400g;R$ 3,55;Sim
Atacadão;Alimentos Básicos;Milho para Pipoca Tipo 1 Yoki Premium Pacote 400g;R$ 6,10;Sim
Atacadão;Alimentos Básicos;Mingau de Milho Mucilon Nestlé 230g;R$ 8,41;Não
Atacadão;Alimentos Básicos;Miojo Instantâneo Cup Noodles Galinha Picante 68g;R$ 4,63;Sim
Atacadão;Alimentos Básicos;Miojo Instantâneo Sabor Bolonhesa Cup Noodles 72g;R$ 4,63;Não
Atacadão;Alimentos Básicos;Miojo Instantâneo Sabor Carne Nissin 85g;R$ 2,04;Sim
Atacadão;Alimentos Básicos;Miojo Instantâneo Sabor Cheddar Cup Noodles 69g;R$ 4,63;Não
Atacadão;Alimentos Básicos;Miojo Instantâneo Sabor Costela Com Molho de Churrasco Cup Noodles 68gojo;R$ 4,63;Sim
Atacadão;Alimentos Básicos;Miojo Instantâneo Sabor Galinha Caipira Nissin 85g;R$ 2,04;Sim
Atacadão;Alimentos Básicos;Miojo Instantâneo de Legumes Nissin 95g;R$ 7,54;Não
Atacadão;Alimentos Básicos;Miojo Lámen Suave Sabor Galinha Nissin 85g;R$ 2,32;Sim
Atacadão;Alimentos Básicos;Miojo Lámen Talharim Sabor Frango Nissin 99g;R$ 3,22;Não
Atacadão;Alimentos Básicos;Miojo Lámen de Tomate Suave Nissin 85g;R$ 2,32;Não
Atacadão;Alimentos Básicos;Miojo Nissin Lámen Espaguete 500g;R$ 9,16;Sim
Atacadão;Alimentos Básicos;Miojo Nissin Lámen Talharim Bolonhesa 99g;R$ 3,22;Não
Atacadão;Alimentos Básicos;Mistura para Purê de Batata Knorr 1.01kg;R$ 78,73;Não
Atacadão;Alimentos Básicos;Oleo Composto Maria Pet 500ml Trad;R$ 15,66;Sim
Atacadão;Alimentos Básicos;Ovos Branco Grande Só Novo Cartela com 18 Unidade;R$ 17,17;Não
Atacadão;Alimentos Básicos;Pipoca para Micro-ondas Cobertura Caramelo Yoki Pacote 160g;R$ 8,58;Não
Atacadão;Alimentos Básicos;Pipoca para Micro-ondas Manteiga Yoki Pacote 100g;R$ 4,20;Sim
Atacadão;Alimentos Básicos;Pipoca para Micro-ondas Manteiga de Cinema Yoki 100g;R$ 4,20;Sim
Atacadão;Alimentos Básicos;Pipoca para Micro-ondas Natural Com Sal Yoki Pacote 100g;R$ 4,20;Não
Atacadão;Alimentos Básicos;Pipoca para Micro-ondas Natural Yoki 100g;R$ 4,20;Não
Atacadão;Alimentos Básicos;Pipoca para Micro-ondas Sabor Cheddar Yoki 95g Edição Netflix Fenomenal;R$ 8,62;Não
Atacadão;Alimentos Básicos;Pipoca para Micro-ondas Temperada Com Toque de Chef Yoki Pacote 100g;R$ 4,20;Não
Atacadão;Alimentos Básicos;Pipoca para Microondas Bacon Yoki 100g;R$ 4,20;Sim
Atacadão;Alimentos Básicos;Polvilho Azedo Yoki 500g;R$ 15,49;Não
Atacadão;Alimentos Básicos;Polvilho Doce Yoki 500g;R$ 13,92;Não
Atacadão;Alimentos Básicos;Proteína de Soja Sora Carne Branca Embalagem 400g;R$ 5,28;Não
Atacadão;Alimentos Básicos;Proteína de Soja Texturizada Dular 250g;R$ 4,26;Não
Atacadão;Alimentos Básicos;Rroz Urbano Oriental Longo 5kg;R$ 43,09;Não
Atacadão;Alimentos Básicos;Sachê Adoçante Sucralose Zero Cal Com 50un;R$ 9,61;Não
Atacadão;Alimentos Básicos;Sal Grosso Lebre Marinho para Churrasco 1kg;R$ 1,50;Sim
Atacadão;Alimentos Básicos;Sal Grosso Rn Embalagem 1kg;R$ 1,39;Não
Atacadão;Alimentos Básicos;Sal Marinho Integral Fino Br Spices 500g;R$ 6,37;Não
Atacadão;Alimentos Básicos;Sal Piramide Moído Iodado Embalagem 1kg;R$ 0,96;Não
Atacadão;Alimentos Básicos;Sal Refinado Lebre 1kg;R$ 1,93;Sim
Atacadão;Alimentos Básicos;Sal Refinado Pop Embalagem 1kg;R$ 1,39;Não
Atacadão;Alimentos Básicos;Sal Rn 1kg;R$ 1,02;Não
Atacadão;Alimentos Básicos;Sal Rosa Himalaia Fino Br Spices 1kg;R$ 19,33;Não
Atacadão;Alimentos Básicos;Sal Rosa do Himalaia Moído e Iodado Lebre 500g;R$ 12,85;Não
Atacadão;Alimentos Básicos;Sal Rosa do Himalaia Natural Life 500g;R$ 10,69;Não
Atacadão;Alimentos Básicos;Sal Rosa do Himalaia com Moedor Br Spices 100g;R$ 20,41;Não
Atacadão;Alimentos Básicos;Sal de Parrilla Triturado Kitano Churrasquear Frasco 500g;R$ 16,08;Não
Atacadão;Alimentos Básicos;Sal de Parrilla com Chimichurri Churrasquear Kitano 415g;R$ 22,56;Não
Atacadão;Alimentos Básicos;Semente de Linhaça Tia Sonia Embalagem 200g;R$ 7,76;Sim
Atacadão;Alimentos Básicos;Sopa Vono Chef Creme de Cebola 58g;R$ 6,57;Não
Atacadão;Alimentos Básicos;Sopão Carne Kitano Sachê 196g;R$ 10,78;Sim
Atacadão;Alimentos Básicos;Sopão Galinha Caipira Maggi 200g;R$ 12,31;Não
Atacadão;Alimentos Básicos;Sopão Galinha Kitano Sachê 196g;R$ 10,78;Sim
Atacadão;Alimentos Básicos;Sopão de Carne com Legumes Maggi 200 g;R$ 12,31;Não
Atacadão;Alimentos Básicos;Spaguete Massa Leve 500g;R$ 11,77;Não
Atacadão;Alimentos Básicos;Tapioca Caico 1kg;R$ 7,54;Não
Atacadão;Alimentos Básicos;Tapioca Dular Granulada 500g;R$ 6,36;Sim
Atacadão;Alimentos Básicos;Tapioca em Pó Tia Sonia Embalagem 500g;R$ 8,10;Não
Atacadão;Alimentos Básicos;Trigo para Kibe Dular 500g;R$ 5,92;Sim
Atacadão;Alimentos Básicos;Trigo para Quibe Yoki Pacote 4kg;R$ 49,57;Não
Atacadão;Alimentos Básicos;Trigo para Quibe Yoki Pacote 500g;R$ 8,62;Sim
Atacadão;Alimentos Básicos;Vinagre Balsâmico Maratá 500ml;R$ 17,17;Não
Atacadão;Alimentos Básicos;Vinagre Balsâmico Mastroiani Garrafa 250ml;R$ 17,26;Não
Atacadão;Alimentos Básicos;Vinagre Maratá Vinho Tinto 500ml;R$ 4,95;Não
Atacadão;Alimentos Básicos;Vinagre Maratá Álcool Embalagem 500ml;R$ 1,89;Sim
Atacadão;Alimentos Básicos;Vinagre Maratá Álcool Embalagem 750ml;R$ 2,68;Sim
Atacadão;Alimentos Básicos;Vinagre de Arroz Kenko Garrafa 750ml;R$ 7,02;Não
Atacadão;Alimentos Básicos;Vinagre de Maçã Maratá Embalagem 750ml;R$ 6,46;Não
Atacadão;Alimentos Básicos;Vinagre de Álcool Minhoto 500ml;R$ 3,55;Não
Atacadão;Alimentos Básicos;Vinagre de Álcool Palmeiron 500ml;R$ 1,71;Não
Atacadão;Alimentos Básicos;Vinagre de Álcool Regina Embalagem 500ml;R$ 1,06;Não
Atacadão;Alimentos Básicos;Vinagre Álcool Gota Embalagem 500ml;R$ 1,28;Não
Atacadão;Alimentos Básicos;Xerém de Milho Dular 500g;R$ 2,79;Não
Atacadão;Alimentos Básicos;Óleo Coco Extra Virgem Bahia 200ml;R$ 17,17;Não
Atacadão;Alimentos Básicos;Óleo Composto Carmelita 500ml;R$ 20,41;Não
Atacadão;Alimentos Básicos;Óleo Composto Carmelita Soja Oliva 200ml;R$ 9,92;Não
Atacadão;Alimentos Básicos;Óleo Composto Faisao Lata 200ml;R$ 8,08;Não
Atacadão;Alimentos Básicos;Óleo Composto Faisão 500ml;R$ 15,10;Não
Atacadão;Alimentos Básicos;Óleo Composto Faisão Real Intenso Embalagem 500ml;R$ 18,90;Não
Atacadão;Alimentos Básicos;Óleo Composto Olivia Cebola e Alho Pet 500ml;R$ 16,09;Não
Atacadão;Alimentos Básicos;Óleo Composto Olivia Orégano Pet 500ml;R$ 16,09;Não
Atacadão;Alimentos Básicos;Óleo Composto Tradicional Faisão 500ml;R$ 14,58;Não
Atacadão;Alimentos Básicos;Óleo Composto Tradicional Olivia 500ml;R$ 14,52;Não
Atacadão;Alimentos Básicos;Óleo de Algodão Elogiata 900ml;R$ 10,78;Não
Atacadão;Alimentos Básicos;Óleo de Algodão Liza 900ml;R$ 12,42;Não
Atacadão;Alimentos Básicos;Óleo de Canola Salada Pet 900ml;R$ 16,74;Não
Atacadão;Alimentos Básicos;Óleo de Canola Tipo1 Liza 900ml;R$ 16,09;Não
Atacadão;Alimentos Básicos;Óleo de Coco Ducoco Extra Virgem Embalagem 200ml;R$ 19,98;Não
Atacadão;Alimentos Básicos;Óleo de Coco Empório Embalagem 500ml;R$ 47,41;Não
Atacadão;Alimentos Básicos;Óleo de Coco Empório Nuts Embalagem 200ml;R$ 21,49;Não
Atacadão;Alimentos Básicos;Óleo de Coco sem Sabor Purilev 200ml;R$ 20,41;Não
Atacadão;Alimentos Básicos;Óleo de Girassol Liza 900 ml;R$ 16,09;Não
Atacadão;Alimentos Básicos;Óleo de Girassol Mazola 900 ml;R$ 19,33;Não
Atacadão;Alimentos Básicos;Óleo de Milho Mazola 900ml;R$ 17,82;Não
Atacadão;Alimentos Básicos;Óleo de Soja Liza 900 ml;R$ 8,19;Não
Atacadão;Feira;Agrião Hidropônico Natural Salads;R$ 3,83;Não
Atacadão;Feira;Alface Crespa Hf Brasil 1 Maço;R$ 3,22;Não
Atacadão;Feira;Alface Crespa Hidropônico Un;R$ 3,87;Não
Atacadão;Feira;Alface Lisa;R$ 4,84;Não
Atacadão;Feira;Alface Lisa Hidroponico;R$ 3,55;Não
Atacadão;Feira;Alface Nature Hidropônica Mimosa;R$ 3,55;Não
Atacadão;Feira;Alface Roxa Nature Unidade;R$ 3,22;Não
Atacadão;Feira;Ameixa Dunorte 150g;R$ 15,01;Não
Atacadão;Feira;Ameixa Seca La Violetera sem Caroço Pacote 100g;R$ 10,69;Não
Atacadão;Feira;Aspargo Benassi 450g;R$ 42,01;Não
Atacadão;Feira;Batata Fritex Aperitivo Sabor Salsa E Alho;R$ 6,36;Não
Atacadão;Feira;Cebola Aperitivo Orgânica Bee Organic 600g;R$ 6,36;Não
Atacadão;Feira;Cogumelo Inteiro Fornello 1,01kg;R$ 57,13;Não
Atacadão;Feira;Couve Flor Embalagem 300g;R$ 17,17;Não
Atacadão;Feira;Couve Manteiga;R$ 2,47;Não
Atacadão;Feira;Cranberry Dunorte 120g;R$ 15,01;Não
Atacadão;Feira;Hf.Brocolis Japones;R$ 10,69;Não
Atacadão;Feira;Hortelã M Hidropônica Maço Un;R$ 2,75;Não
Atacadão;Feira;Hortifruti Cebola Atacadão;R$ 107,89;Não
Atacadão;Feira;Maçã Nacional Disney Pacote 1kg;R$ 15,66;Não
Atacadão;Feira;Milho Doce In Natura Ama Gourmet Fit Food 450g;R$ 8,62;Não
Atacadão;Feira;Mirtilo Congelado Peterfrut 500g;R$ 23,65;Não
Atacadão;Feira;Pimenta Biquinho Fornello 100g;R$ 10,26;Não
Atacadão;Feira;Pimenta-do-reino Preta Em Grãos Kitano Pacote 15g;R$ 4,26;Não
Atacadão;Feira;Pimenta-do-reino Preta Moída Kitano Pacote 50g;R$ 10,68;Não
Atacadão;Feira;Pimentão Block Amarelo Trebeschi Embalagem 150g;R$ 6,46;Não
Atacadão;Feira;Pimentão Trebeschi Sweet Palermo 300g;R$ 10,35;Não
Atacadão;Feira;Rúcula Hidropônica Hf Un;R$ 4,30;Não
Atacadão;Feira;Tamara com Caroço Dunorte 120g;R$ 9,70;Não
Atacadão;Feira;Tomate Grape Quality Bandeja 180g;R$ 5,38;Não
Atacadão;Feira;Trio Hidropônico Lisa Crespa Roxa Un;R$ 4,09;Não
Atacadão;Feira;Uva Passa Preta sem Semente Dunorte 150g;R$ 9,16;Não
Atacadão;Feira;Uva Roxa Variedade Vitória Shimizu 500g;R$ 7,00;Não
Atacadão;Feira;Uva Sem Semente Thompson Bandeja Hf 500g;R$ 13,93;Não
Atacadão;Carnes, Aves e Peixes;Almondegas Ao Molho Kitut 420g;R$ 10,69;Não
Atacadão;Carnes, Aves e Peixes;Almôndega de Carne Almôndega Seara 500g;R$ 27,97;Sim
Atacadão;Carnes, Aves e Peixes;Asa de Frango Congelada Sadia 1kg;R$ 21,49;Não
Atacadão;Carnes, Aves e Peixes;Asa de Frango Copacol Congelada Bandeja 1kg;R$ 22,57;Não
Atacadão;Carnes, Aves e Peixes;Bacon Defumado em Cubos Frimesa 1kg;R$ 45,25;Não
Atacadão;Carnes, Aves e Peixes;Bacon Em Cubos Rezende 700g;R$ 34,45;Não
Atacadão;Carnes, Aves e Peixes;Bacon Fatiado Pamplona 250g;R$ 16,09;Não
Atacadão;Carnes, Aves e Peixes;Bacon Fatias Seara Gourmet 250g;R$ 23,65;Não
Atacadão;Carnes, Aves e Peixes;Bacon Pamplona Fatiado 750g;R$ 38,77;Não
Atacadão;Carnes, Aves e Peixes;Bacon em Cubos Saudali 200g;R$ 9,70;Não
Atacadão;Carnes, Aves e Peixes;Camarão Costa Sul 800g;R$ 64,69;Não
Atacadão;Carnes, Aves e Peixes;Camarão Descascado Cozido Costa Sul 300g;R$ 40,93;Não
Atacadão;Carnes, Aves e Peixes;Carne Bovina Salgada Charque P.A Friboi 5kg;R$ 215,89;Não
Atacadão;Carnes, Aves e Peixes;Carne Moída Bovina Congelada Friboi 500g;R$ 15,01;Sim
Atacadão;Carnes, Aves e Peixes;Carne Moída Congelada Boa Carne 500g;R$ 6,79;Não
Atacadão;Carnes, Aves e Peixes;Carne Seca Dianteira Friboi 1kg;R$ 51,73;Não
Atacadão;Carnes, Aves e Peixes;Carne Seca Dianteiro Vilheto Pacote 400g;R$ 18,25;Não
Atacadão;Carnes, Aves e Peixes;Carne Seca Friboi 5kg;R$ 249,37;Não
Atacadão;Carnes, Aves e Peixes;Carne Seca Jerked Beef Dianteiro Friboi 500g;R$ 24,73;Não
Atacadão;Carnes, Aves e Peixes;Carne Seca Jerked Beef Dianteiro Vilheto 5kg;R$ 194,29;Não
Atacadão;Carnes, Aves e Peixes;Carne Seca Ponta de Agulha Friboi 500g;R$ 23,54;Não
Atacadão;Carnes, Aves e Peixes;Carne Seca Vilheto Coxão Duro Embalagem 500g;R$ 31,21;Não
Atacadão;Carnes, Aves e Peixes;Carne Seca Vilheto Jerked Beef Ponta de Agulha 500g;R$ 23,65;Não
Atacadão;Carnes, Aves e Peixes;Carnes Secas Charque Pa 1kg;R$ 183,49;Sim
Atacadão;Carnes, Aves e Peixes;Charque Dianteiro Frinense Jerked Beef 1kg;R$ 46,33;Não
Atacadão;Carnes, Aves e Peixes;Charque Frinense Dianteiro 5kg;R$ 227,77;Não
Atacadão;Carnes, Aves e Peixes;Charque Frinense Dianteiro Embalagem 500g;R$ 23,65;Não
Atacadão;Carnes, Aves e Peixes;Charque Frinense Embalagem 1kg;R$ 43,09;Não
Atacadão;Carnes, Aves e Peixes;Charque Frinense Ponta de Agulha Embalagem 500g;R$ 21,49;Não
Atacadão;Carnes, Aves e Peixes;Charque Jerked Cupim Beef Frinense Embalagem 1 Kg;R$ 52,81;Não
Atacadão;Carnes, Aves e Peixes;Charque Vilheto Dianteiro Pacote 1kg;R$ 47,41;Não
Atacadão;Carnes, Aves e Peixes;Coração de Frango Congelado Seara 1kg;R$ 38,77;Não
Atacadão;Carnes, Aves e Peixes;Costela Suína Salgada Prieto Embalagem 400g;R$ 18,25;Não
Atacadão;Carnes, Aves e Peixes;Costelinha Suína À Passarinhotemperada Saudali 1kg;R$ 25,81;Não
Atacadão;Carnes, Aves e Peixes;Coxa Seara Iqf 1kg;R$ 15,01;Sim
Atacadão;Carnes, Aves e Peixes;Coxa com Sobrecoxa de Frango Mauricea Congelado Embalagem 1kg;R$ 15,01;Sim
Atacadão;Carnes, Aves e Peixes;Coxa de Frango Congelada Sadia 1kg;R$ 15,01;Sim
Atacadão;Carnes, Aves e Peixes;Coxa de Frango Seara Congelada Bandeja 1kg;R$ 15,00;Sim
Atacadão;Carnes, Aves e Peixes;Coxas de Frango Congelado Mauricéa 1kg;R$ 15,01;Não
Atacadão;Carnes, Aves e Peixes;Coxinha Da Asa De Frango Congelado Friato 2kg;R$ 27,97;Não
Atacadão;Carnes, Aves e Peixes;Coxinha da Asa Temperada Mauricíea 500g;R$ 9,16;Não
Atacadão;Carnes, Aves e Peixes;Coxinha da asa de fgo. Seara 1kg bandeja;R$ 19,33;Sim
Atacadão;Carnes, Aves e Peixes;File Peito Frango Moído Copacol 375g;R$ 11,77;Não
Atacadão;Carnes, Aves e Peixes;Filezinho Peito de Frango Sassami Seara 1kg;R$ 23,65;Sim
Atacadão;Carnes, Aves e Peixes;Filezinho de Frango Aurora Congelado Bandeja 1kg;R$ 24,73;Sim
Atacadão;Carnes, Aves e Peixes;Filezinho de Frango Sassami Seara Iqf 1kg;R$ 25,81;Não
Atacadão;Carnes, Aves e Peixes;Filé De Peito De Frango Congelado Sem Sassami Friato 1kg;R$ 473,04;Não
Atacadão;Carnes, Aves e Peixes;Filé Pescada Costa Sul 800g Pct.;R$ 45,25;Não
Atacadão;Carnes, Aves e Peixes;Filé de Cascudinho Costa Sul Congelado Embalagem 800g;R$ 30,13;Não
Atacadão;Carnes, Aves e Peixes;Filé de Merluza Congelado Costa Sul Pacote 500g;R$ 27,97;Sim
Atacadão;Carnes, Aves e Peixes;Filé de Merluza Seara Pescados 500g;R$ 26,89;Não
Atacadão;Carnes, Aves e Peixes;Filé de Panga Costa Sul com Gordura Congelado Embalagem 800g;R$ 32,29;Não
